valid_frac,corr,ddem,n_conv,n_div,conv_latency_ms,conv_gain,conv_peakvel,conv_settle_ms,div_latency_ms,div_gain,div_peakvel,div_settle_ms,subject,round,session,file
0.8917167977788061,0.7477257928712855,1.8108927685365188,11,11,204.0,1.683935973644939,34.09077322719778,380.0,232.0,1.7087136471299693,75.63589339279342,392.0,213,1,2,S_1213_S2_1_VRG.csv
0.9914597815292949,0.7221994581225133,1.8822350637890715,11,11,208.0,1.0879628404630064,31.98926802612356,432.0,212.0,1.0879880091307705,13.83012251703397,520.0,285,3,2,S_3285_S2_1_VRG.csv
0.8030200889847647,0.7338260885953458,1.7764588332280287,12,10,212.0,1.3584454690017091,42.4933337706932,484.0,192.0,1.3079259985280505,36.62679231347043,400.0,305,1,1,S_1305_S1_1_VRG.csv
0.9602618045815802,0.7300818007946778,1.9150453740422968,11,11,208.0,1.0692236419089052,33.22824299093785,312.0,188.0,1.1114787987258243,26.05418803536219,364.0,190,1,2,S_1190_S2_1_VRG.csv
0.955781647427118,0.4100732717717566,1.8579006937651705,11,11,248.0,1.5627157126100777,48.461237133335,468.0,216.0,1.5541768630644435,86.93086878979273,488.0,108,1,2,S_1108_S2_1_VRG.csv
0.8652722443559097,0.6627716725143968,1.7725637978088127,12,11,236.0,1.1822519548848054,39.34116600645265,512.0,200.0,1.1913949244090272,30.652973851777343,408.0,124,1,1,S_1124_S1_1_VRG.csv
0.9502701205153068,0.061327379194374324,1.6665942951988182,11,11,,,,,,,,,273,1,2,S_1273_S2_1_VRG.csv
0.8746375811127985,0.7184579338259562,1.5383520473137597,12,11,192.0,1.2069322587789948,34.857122952037464,336.0,228.0,1.2993387248719146,53.44048860060693,420.0,151,3,1,S_3151_S1_1_VRG.csv
0.9748398600013207,0.7862928114517874,1.8777995170567756,12,11,196.0,1.1247617764638373,31.04887073152174,384.0,176.0,0.9667787373091475,31.595803453166702,288.0,187,1,2,S_1187_S2_1_VRG.csv
0.9406844636509375,0.49812630550720816,2.0672547255972002,11,11,208.0,0.7238754517494872,105.21256382493526,484.0,232.0,0.9384155660452532,60.07695906583385,444.0,123,1,2,S_1123_S2_1_VRG.csv
